Sample ,Age,Photos,# of Tags,Albums,Gender ,Emp,Profile,Cover,Orientation,Relationship,Posts,Replies,Children,Likes,Edu,Events,Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,26,5110,245,70,1,1,1,0,1,0,7,24,0,251,0,5,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,24,1163,350,29,1,1,1,0,1,0,32,45,0,81,0,1,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,25,1520,1041,22,1,1,1,0,0,1,37,52,0,123,0,1,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,21,857,673,27,1,1,1,0,1,0,10,15,0,37,0,3,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,32,56,1,6,0,1,0,1,1,1,70,10,1,53,0,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,26,239,56,10,1,1,1,1,1,0,10,13,0,35,0,1,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,21,47,241,5,1,1,1,0,1,0,6,26,0,369,0,4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,20,160,628,13,1,1,1,1,1,0,19,74,0,82,0,5,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,21,239,284,15,1,1,1,1,1,1,22,28,0,202,0,1,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,24,433,593,15,1,1,1,1,1,1,27,9,0,89,0,15,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,34,196,30,18,1,1,0,0,1,1,4,2,1,10,0,0,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,35,104,224,12,1,1,1,0,1,1,17,12,1,40,0,4,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,29,148,113,7,1,1,1,1,1,0,0,0,0,23,0,4,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,21,222,693,12,1,1,1,0,1,1,25,43,0,95,0,1,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,25,1842,2824,52,0,1,1,1,1,1,51,68,0,59,0,1,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,26,1055,44,26,0,1,1,0,1,1,19,18,0,589,0,1,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,25,5,40,4,1,1,1,0,1,0,27,12,0,143,0,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,22,128,150,10,1,1,1,1,1,1,10,26,0,1,0,0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,23,2508,1712,63,1,1,1,1,1,1,4,9,0,9,0,0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,26,640,967,14,1,1,1,0,1,0,9,19,0,48,0,3,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,22,469,609,20,1,0,1,1,1,0,27,3,0,116,0,2,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,22,2757,1275,35,0,1,1,1,1,0,250,15,0,158,0,7,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,22,4612,1330,88,0,1,1,0,1,0,161,85,0,75,0,2,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,48,804,27,45,0,1,1,0,1,0,15,12,0,93,0,15,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,31,1453,543,53,0,1,1,1,1,1,49,16,0,137,0,12,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,21,1325,825,23,0,0,1,1,1,1,13,3,0,10,0,3,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,21,791,238,14,1,1,1,0,0,0,129,56,0,659,0,18,2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,15,39,22,7,1,0,1,0,1,0,64,11,0,109,1,3,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,22,181,789,10,1,0,1,1,1,1,6,2,0,29,0,19,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,19,795,1679,18,0,0,1,1,1,0,13,2,0,19,0,1,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,22,315,761,13,0,1,1,0,1,1,11,5,0,157,0,9,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,24,3403,1642,75,0,1,1,0,1,0,23,12,0,102,1,7,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,21,425,747,12,1,0,1,0,0,0,46,33,0,266,0,4,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,21,130,393,10,1,0,1,1,1,0,8,0,0,143,0,3,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,32,1104,444,54,0,1,0,1,1,1,23,3,1,37,0,2,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,19,2176,0,51,0,1,1,1,1,0,16,9,0,0,0,4,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,22,2075,1032,51,0,0,1,1,1,1,15,3,0,292,0,6,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,22,30,89,5,1,0,1,0,1,1,15,3,0,141,0,3,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,29,992,382,23,1,1,1,1,1,1,34,27,0,534,0,18,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,30,576,303,26,1,1,1,0,1,1,45,14,0,197,0,8,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,33,971,559,33,0,1,1,1,1,1,23,10,1,19,1,2,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,32,2257,1227,53,0,1,1,1,1,1,40,30,1,8,1,46,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,30,486,373,21,0,1,1,0,1,0,64,0,0,8,0,12,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,25,757,444,19,1,1,1,0,1,1,0,0,0,8,0,6,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,25,323,214,26,0,1,1,0,1,0,7,1,0,14,0,7,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,21,38,175,5,1,1,1,0,1,0,4,4,0,107,0,5,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,25,172,232,7,1,1,1,0,1,0,5,5,0,53,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,39,129,388,7,1,1,1,0,1,1,4,0,1,145,1,26,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,29,376,189,16,0,1,1,0,1,1,4,2,1,49,1,17,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,44,52,35,4,0,1,1,0,1,1,4,3,0,30,1,15,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,32,113,356,8,0,1,1,0,1,1,4,2,1,28,1,2,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,25,573,1242,29,0,1,1,1,1,1,4,4,1,48,1,0,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,27,499,541,20,0,1,1,1,1,1,3,3,0,36,1,20,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,24,33,7,1,1,1,1,1,1,0,0,0,0,1,1,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,29,909,319,34,0,1,1,1,1,1,4,12,0,69,1,4,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,44,35,52,4,0,1,1,1,1,1,7,6,0,30,1,16,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,25,1635,128,40,1,1,1,1,1,1,2,2,0,342,1,7,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,35,744,55,16,1,1,1,1,1,0,2,2,0,148,1,11,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,30,471,185,13,0,1,1,0,1,1,4,3,1,35,1,21,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,33,2539,279,34,0,1,1,1,1,0,4,8,0,35,1,21,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,34,592,709,22,1,1,1,1,0,0,4,12,0,145,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,31,149,79,8,0,1,1,1,1,1,1,1,2,4,1,1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,21,1291,524,25,0,1,1,1,1,1,24,40,0,10,0,15,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,20,282,146,18,1,0,1,0,1,0,38,20,0,332,0,10,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,20,6483,1499,82,0,1,1,0,1,0,52,79,0,1973,1,32,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,20,468,723,9,1,1,1,1,1,1,15,11,0,175,0,4,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,16,17,7,6,1,0,1,0,1,0,1,0,0,36,1,2,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,21,30,80,6,1,1,1,0,1,0,2,1,0,123,0,16,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,20,353,873,14,0,1,1,0,1,0,28,38,0,1462,0,12,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,19,580,310,19,0,0,1,1,0,1,41,11,0,281,0,16,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,20,144,157,25,0,1,1,1,1,1,6,2,1,188,0,12,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,20,147,156,10,1,0,1,0,1,0,20,26,0,60,0,2,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,20,414,185,23,0,1,1,0,1,0,16,26,0,618,0,4,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,20,265,499,9,0,1,1,0,1,1,31,19,1,570,0,2,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,20,58,211,6,1,1,1,1,1,0,2,1,0,467,0,5,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,21,188,65,11,1,0,1,1,1,0,3,1,0,91,0,1,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,20,34,431,5,1,1,1,1,1,0,8,1,0,155,0,4,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,21,342,139,15,1,1,1,0,1,0,37,16,0,627,0,10,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,21,1987,510,34,0,1,1,1,1,1,80,100,0,429,0,6,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,21,15,88,3,1,1,1,1,1,0,10,3,1,0,0,3,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,21,241,515,12,1,1,1,0,1,0,38,5,0,94,0,1,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,21,627,207,15,1,1,1,1,1,0,2,5,0,202,0,11,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,19,166,448,9,0,1,1,1,1,1,7,1,0,101,0,4,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,21,59,92,4,1,1,1,0,1,0,4,24,0,7,0,0,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,20,163,463,18,1,1,1,0,1,0,3,11,0,73,0,0,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,20,211,178,11,0,0,1,0,1,0,8,24,0,100,0,2,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,27,1406,532,43,0,1,1,0,1,1,0,31,1,112,0,0,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,20,20,4,5,1,0,1,0,1,0,5,26,0,433,0,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,51,303,9,9,0,1,1,0,1,1,2,5,0,3,0,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,20,484,1295,21,0,0,1,1,1,0,4,17,0,35,0,3,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,30,57,278,5,1,1,1,1,1,1,3,4,1,0,0,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,18,1274,490,24,0,1,1,1,1,1,5,18,1,170,0,4,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,20,861,648,18,0,1,1,1,1,1,5,30,0,65,0,3,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,20,37,134,5,1,1,1,0,1,0,3,2,0,159,0,2,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,20,27,163,5,1,1,1,1,1,1,0,0,0,99,0,0,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,19,538,200,25,1,1,1,0,1,1,6,22,0,1218,0,1,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,19,57,284,8,1,1,1,0,1,0,2,12,0,81,0,0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,31,861,225,33,0,1,1,1,0,1,4,7,1,10,0,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,20,1908,692,28,0,1,1,1,1,1,8,13,0,808,0,0,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,51,98,31,5,0,0,0,1,1,1,2,0,1,9,0,0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,21,266,548,16,1,1,1,1,1,0,5,24,0,287,0,1,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,19,61,165,9,1,1,1,0,1,1,6,32,0,335,0,3,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,21,27,173,4,1,1,1,1,1,0,5,14,0,289,0,2,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,20,64,72,9,1,1,0,0,1,0,6,20,0,101,0,2,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,46,125,75,12,0,1,1,1,0,1,12,5,1,83,1,1,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,20,62,38,12,1,1,1,0,0,0,4,6,0,261,1,12,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,27,99,86,8,0,1,1,1,0,1,0,0,0,311,1,18,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,20,616,313,29,1,0,1,1,0,0,7,1,0,17,1,1,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,23,41,31,9,0,0,1,0,0,1,3,0,0,127,1,3,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,23,44,96,8,1,1,1,0,0,0,4,5,0,131,1,1,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,19,425,191,17,1,0,1,1,0,0,11,13,0,95,1,5,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,20,232,71,19,1,0,1,0,0,0,4,3,0,251,1,4,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,81,2,21,2,1,0,1,0,0,1,0,0,1,6,1,13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,36,51,17,10,1,1,1,0,0,0,7,2,0,39,1,9,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,22,356,1183,16,0,1,1,0,0,1,1,2,0,42,1,3,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,57,4,13,5,1,1,1,0,0,1,0,0,1,8,1,14,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,24,76,95,13,1,1,1,0,0,0,0,0,0,23,1,15,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,20,425,901,21,1,1,1,0,0,0,7,7,0,233,1,12,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,20,34,23,3,1,1,0,0,0,0,0,0,0,77,1,10,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,19,11995,1880,123,0,1,1,0,1,0,18,20,0,401,1,2,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,18,4112,3772,100,0,1,1,1,1,0,8,5,0,345,0,5,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,25,207,83,5,1,0,1,1,1,0,2,1,0,78,1,0,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,28,45,893,6,1,1,1,0,1,0,9,9,0,110,0,19,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,26,566,402,29,1,1,1,0,1,1,15,14,0,39,0,6,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,20,531,556,19,0,0,1,0,1,0,67,78,0,80,0,4,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,21,1173,1922,33,0,1,1,1,1,1,45,88,0,63,0,22,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,24,2376,1560,77,0,1,1,1,1,0,14,55,0,53,0,10,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,25,74,144,10,1,0,0,0,1,0,10,2,0,62,0,10,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,34,89,100,12,0,1,1,1,1,1,30,0,1,11,0,9,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,16,3002,2001,101,1,0,1,1,1,1,99,23,0,288,1,23,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,29,200,234,21,1,1,1,1,1,1,89,23,1,89,0,0,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,18,1533,1634,21,0,0,1,1,1,0,18,12,0,98,0,21,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,26,1985,1301,49,0,1,1,1,1,1,55,19,0,53,0,10,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,22,538,593,12,1,1,1,1,1,0,120,59,0,97,0,6,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,22,1414,1414,19,0,1,1,0,1,1,44,20,0,109,0,22,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,34,578,432,34,1,1,1,1,1,1,22,11,1,23,0,2,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,18,1267,2579,21,1,1,0,1,1,1,19,11,0,444,0,11,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,45,17,2,1,0,1,0,0,1,1,1,0,1,6,1,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,25,234,355,56,1,1,1,1,1,0,90,23,0,993,0,8,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,23,678,978,12,0,1,1,0,1,1,64,34,0,234,0,9,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,22,274,224,10,1,1,1,0,1,0,7,2,0,208,0,6,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,20,468,961,13,0,0,1,0,1,1,26,7,0,72,0,6,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,22,110,380,10,1,1,1,0,1,0,4,1,0,84,0,5,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,20,290,110,10,1,1,1,0,1,0,24,11,0,254,0,1,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,22,2372,1207,38,0,1,1,0,1,1,30,4,0,173,1,4,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,19,833,578,15,0,1,1,0,1,1,90,53,0,166,1,6,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,21,109,692,9,1,1,1,0,1,1,23,16,0,43,0,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,22,2161,1650,47,0,1,1,1,1,1,57,36,0,17,0,3,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,24,685,724,20,1,1,1,0,1,1,25,22,0,218,0,5,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,20,861,648,18,0,1,1,1,1,1,67,41,0,65,0,8,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,34,341,213,12,1,1,0,0,1,1,71,52,0,45,0,7,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,23,234,321,15,0,1,1,0,1,1,65,46,0,212,0,6,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,21,246,444,4,1,1,1,0,1,1,45,31,0,67,0,4,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,26,251,349,14,1,1,1,0,1,0,87,72,0,43,0,7,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,21,321,671,16,1,1,1,0,1,0,54,33,0,77,0,8,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,20,1123,1301,3,0,1,1,1,1,1,71,57,0,82,0,5,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,19,255,122,17,0,1,0,0,1,0,17,13,0,96,1,9,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,18,672,321,20,1,0,1,0,1,1,32,24,0,56,0,3,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,21,643,546,16,0,1,1,1,1,1,42,29,0,34,0,5,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,22,876,781,10,1,1,1,0,1,1,53,38,0,55,0,7,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,25,921,1199,9,1,1,1,0,1,0,12,9,1,69,1,3,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,23,2828,468,46,1,1,1,0,1,0,5,11,0,100,1,4,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,21,893,803,9,1,1,1,1,1,1,16,12,0,81,1,4,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,23,370,296,7,1,1,1,0,1,1,7,13,0,91,1,3,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,24,1260,431,25,2,1,1,0,1,0,17,30,0,140,1,14,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,21,555,456,9,1,1,1,1,1,0,19,20,0,94,1,10,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,21,402,239,14,1,0,1,1,1,1,11,9,0,92,1,0,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,24,115,40,6,1,1,1,0,1,0,30,43,0,6,1,7,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,25,2298,1339,37,1,1,1,0,1,0,21,15,0,1857,1,11,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,22,921,556,16,1,1,1,0,1,0,18,21,0,252,1,2,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,21,514,472,13,1,1,1,0,1,0,5,11,0,178,1,2,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,25,717,303,26,1,1,1,0,1,0,9,5,0,101,1,0,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,23,4296,1182,70,1,1,1,0,1,0,13,14,0,785,1,21,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,25,2199,589,57,1,1,1,0,1,1,6,12,0,39,1,1,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,22,478,410,18,2,1,1,1,1,1,7,13,0,13,1,23,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,32,534,292,11,2,1,1,1,1,1,5,1,0,16,1,0,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
